station_number, station_name, measurement_height, latitude, longitude, readings_from, readings_to, elevation
125170,Norrberg-Norrhög V,2,62.26317,15.67093,3/1/1996 0:00,10/1/2016 10:00,327
125440,Hunge A,2,62.7512,15.0876,10/6/1995 0:00,10/1/2016 10:00,343
125450,Hunge,2,62.7503,15.0984,1/1/1965 0:00,9/30/1996 23:59,342
125490,Gustavsnäs D,2,62.8108,15.9333,9/1/2013 0:00,9/30/2013 23:59,300
126290,Torpshammar A,2,62.4943,16.2774,1/1/1996 0:00,10/1/2016 10:00,99
126300,Fränsta 11,2,62.5165,16.2084,9/1/1962 0:00,12/31/1995 23:59,110
126440,Sillre V,2,62.76291,16.7387,3/1/1996 0:00,10/1/2016 10:00,210
126460,Ljungå,2,62.7594,16.3141,1/1/1961 0:00,1/31/1987 23:59,220
126480,Järkvissle,2,62.8166,16.6833,11/1/1971 0:00,5/31/1972 23:59,90
126630,Fränsta,2,62.5,16.1833,1/1/1962 0:00,12/31/1963 23:59,110
127130,Brämön A,2,62.2207,17.7426,10/1/1995 0:00,10/1/2016 10:00,17
127140,Lörudden,2,62.2314,17.6623,12/1/1967 0:00,1/31/1986 23:59,2
127220,Sidsjö D,2,62.3809,17.2854,1/1/1961 0:00,7/31/2007 23:59,60
127230,Sundsvall-Råsta V,2,62.43064,17.3447,3/1/1996 0:00,10/1/2016 10:00,83
127240,Sundsvall,2,62.4066,17.2664,8/1/1970 0:00,6/30/1981 23:59,35
127310,Sundsvalls Flygplats,2,62.5246,17.441,12/1/1955 0:00,10/1/2016 10:00,4
127380,Härnösand,2,62.628,17.9471,1/1/1949 0:00,9/30/2016 23:59,8
127600,Gran,2,62.0166,17.6333,1/1/1951 0:00,10/31/1967 23:59,20
127620,Brämö,2,62.1299,17.4498,11/11/1967 0:00,12/31/1970 23:59,17
127630,Söråker,2,62.5166,17.5166,7/1/1962 0:00,12/31/1964 23:59,45
128370,Härnö,2,62.6183,18.0618,10/1/1970 0:00,12/31/1989 23:59,10
128390,Lungö A,2,62.6431,18.0929,2/12/1990 0:00,8/15/1995 23:59,6
128510,Nordvik,2,62.8485,18.0159,1/1/1961 0:00,6/30/1987 23:59,20
128590,Ullånger,2,62.9948,18.1794,1/1/1961 0:00,1/31/1998 23:59,45
132030,Sylarna A,2,63.0447,12.2775,11/20/1995 15:00,10/1/2016 10:00,1030
132110,Blåhammaren A,2,63.1864,12.1761,10/1/2010 0:00,10/1/2016 10:00,1090
132170,Storlien-Storvallen A,2,63.2831,12.1246,11/1/2009 0:00,10/1/2016 10:00,583
132180,Storlien-Visjövalen,2,63.3028,12.1253,10/1/1962 0:00,9/30/2011 23:59,642
132240,Duved,2,63.4,12.9333,1/1/1961 0:00,12/31/1979 23:59,385
132590,Edevik,2,63.9812,12.8709,7/1/1980 0:00,8/31/2016 23:59,425
132620,Storlien,2,63.3158,12.1009,1/1/1951 0:00,6/30/1964 23:59,595
133030,Bydalen V,2,63.044,13.8907,3/1/1996 0:00,5/31/1998 23:59,1000
133050,Höglekardalen,2,63.0796,13.7529,2/1/1962 0:00,9/30/2016 23:59,592
133160,Trillevallen V,2,63.2631,13.2166,10/1/1998 0:00,4/17/2001 18:00,611
133180,Mattmar V,2,63.30543,13.87671,3/1/1996 0:00,10/1/2016 10:00,360
133190,Mörsil,2,63.3193,13.6488,7/1/1971 0:00,8/31/2016 23:59,400
133200,Undersåker,2,63.3269,13.3826,5/1/1967 0:00,5/31/1983 23:59,330
133230,Åre,2,63.4,13.1,1/1/1961 0:00,1/31/1971 23:59,440
133250,Åre-Björnänge V,2,63.37375,13.16067,4/17/2001 0:00,10/1/2016 10:00,403
133260,Åreskutan Aut,2,63.4304,13.0746,1/1/1982 0:00,1/21/1998 23:59,1280
133470,Överäng,2,63.7788,13.0734,12/1/1966 0:00,2/28/2006 23:59,450
133500,Korsvattnet A,2,63.8395,13.5037,2/1/1996 0:00,10/1/2016 10:00,717
133570,Stora Stensjön Aut,2,63.9687,13.7251,8/1/1981 0:00,1/31/1996 23:59,680
133630,Mo,2,63.3166,13.4833,1/1/1961 0:00,3/31/1967 23:59,330
134090,Norderön,2,63.1618,14.3692,12/1/2006 0:00,9/30/2016 23:59,320
134100,Östersund,2,63.1736,14.6786,5/1/1967 0:00,6/30/1980 23:59,345
134110,Frösön,2,63.1974,14.4863,1/19/1970 0:00,10/1/2016 10:00,376
134130,Frösön D,2,63.1947,14.4898,11/1/2002 0:00,6/30/2006 23:59,375
134150,Rösta,2,63.2443,14.5535,1/1/1961 0:00,12/31/2011 23:59,360
134410,Föllinge A,2,63.677,14.6079,12/1/1995 0:00,10/1/2016 10:00,362
134460,Föllinge-Vägskälet,2,63.7606,14.4323,2/1/1980 0:00,11/30/1995 23:59,475
134520,Ålåsen,2,63.8683,14.6063,1/1/1965 0:00,12/31/1979 23:59,450
134590,Almdalen,2,63.9967,14.6701,7/1/1972 0:00,8/31/2016 23:59,615
135380,Sikåskälen,2,63.6198,15.0929,1/1/1961 0:00,6/30/1984 23:59,490
135440,Hallviken,2,63.73,15.5,1/1/1951 0:00,11/30/1978 23:59,337
135460,Hallhåxåsen A,2,63.7695,15.331,12/1/1995 0:00,10/1/2016 10:00,375
135520,Strömsund,2,63.8548,15.5894,1/1/1979 0:00,11/30/1995 23:59,373
135640,Gisselås,2,63.7,15.3666,1/1/1965 0:00,7/31/1965 23:59,320
136010,Bispgården,2,63.0335,16.5536,1/1/1961 0:00,1/31/1978 23:59,165
136020,Bispgården,2,63.0509,16.5358,11/1/1984 0:00,6/30/1988 23:59,190
136090,Krångede A,2,63.1521,16.1733,11/21/1995 0:00,10/1/2016 10:00,183
136360,Storfinnforsen,2,63.595,16.1846,1/1/1961 0:00,8/31/2016 23:59,232
136410,Junsele A,2,63.6849,16.9531,1/1/2008 0:00,10/1/2016 10:00,214
136420,Junsele,2,63.6968,16.8723,1/1/1963 0:00,9/10/1964 23:59,210
136610,Bölestrand,2,63.1333,16.15,1/1/1955 0:00,3/31/1965 23:59,220
137030,Viksbäcken,2,63.05,17.75,10/1/1951 0:00,4/30/1976 23:59,6
137040,Kramfors-Gistgårdsön,2,63.0502,17.7658,9/1/1976 0:00,4/30/1996 23:59,5
137080,Forse,2,63.1466,17.0262,11/1/1996 0:00,9/30/2016 23:59,120
137100,Sollefteå,2,63.1667,17.2802,1/1/1971 0:00,6/30/1986 23:59,20
137110,Lännäs,2,63.16629,17.65431,6/1/2015 6:00,9/30/2016 23:59,30
137560,Tegelträsk,2,63.9515,17.904,1/1/1961 0:00,8/31/1985 23:59,380
138070,Västmarkum A,2,63.1251,18.2555,12/15/1995 0:00,10/1/2016 10:00,141
138240,Örnsköldsviks Flygplats,2,63.4119,18.9797,1/1/2008 0:00,10/1/2016 10:00,108
138270,Bredbyn,2,63.4608,18.0592,5/1/1983 0:00,9/30/1995 23:59,85
138390,Hemling A,2,63.6513,18.5502,12/15/1995 0:00,10/1/2016 10:00,182
138400,Hemling,2,63.6574,18.5318,7/1/1970 0:00,7/31/2011 23:59,190
139110,Skagsudde,2,63.1885,19.0194,1/1/1965 0:00,10/31/1995 23:59,13
139120,Skagsudde A,2,63.1886,19.0202,11/1/1995 0:00,10/1/2016 10:00,11
139200,Kasa D,2,63.3266,19.0532,1/1/1961 0:00,6/30/1986 23:59,30
139260,Järnäsklubb A,2,63.4359,19.6768,12/15/1995 0:00,10/1/2016 10:00,6
139340,Nordmaling,2,63.5739,19.4875,9/13/1982 0:00,3/31/1987 23:59,4
139540,Vännäs,2,63.9187,19.6986,1/1/1951 0:00,8/31/1976 23:59,87
139570,Balsjö,2,63.925,19.0611,1/1/1945 0:00,6/30/1948 23:59,195
140200,Sydostbrotten Aut,2,63.3806,20.0993,2/1/1981 0:00,6/10/1993 23:59,24
140360,Holmögadd A,2,63.5949,20.7565,1/1/1951 0:00,1/11/2008 18:00,6
140460,Holmön A,2,63.8082,20.8692,5/1/2005 0:00,10/1/2016 10:00,6
140480,Umeå Flygplats,2,63.7947,20.2918,1/1/1962 0:00,12/31/1964 23:59,7
140490,Röbäcksdalen,2,63.8129,20.2397,1/1/1962 0:00,6/30/1987 23:59,10
140500,Umeå,2,63.8302,20.2901,9/1/1962 0:00,9/30/1979 23:59,10
142030,Björkede,2,64.0432,12.9414,1/1/1965 0:00,5/31/1980 23:59,451
143440,Jormlien,2,64.7306,13.986,11/1/1980 0:00,8/31/2016 23:59,360
144160,Munsvattnet,2,64.2734,14.451,1/1/1961 0:00,4/30/1997 23:59,520
144300,Gäddede,2,64.5059,14.1465,5/22/1976 0:00,2/28/1982 23:59,318
144310,Gäddede A,2,64.5057,14.2238,1/1/2008 0:00,10/1/2016 10:00,550
144650,Ankarvattnet,2,64.8666,14.25,1/1/1965 0:00,1/31/1966 23:59,460
145130,Gubbhögen A,2,64.2182,15.5561,12/15/1995 0:00,10/1/2016 10:00,310
145260,Norråker,2,64.4309,15.6332,8/1/1975 0:00,11/30/1995 23:59,344
145280,Korsselbränna,2,64.4571,15.5423,1/1/1961 0:00,12/31/1975 23:59,178
